Date,Open,High,Low,Close,Volume
2011-09-26,22.752604017382254,24.077190103138214,22.67691309517363,23.956085205078125,58696100
2011-09-27,24.69027776473147,25.076301517535104,23.65331714936624,23.895526885986328,58242900
2011-09-28,23.933380271159766,24.221004059140956,23.025092041468245,23.062936782836914,38725900
2011-09-29,23.90309947316274,24.304260308005624,23.040226804513487,23.759286880493164,51014100
2011-09-30,23.267290794620212,23.4262418089418,22.790440639022766,22.798009872436523,42420600
2011-10-03,22.729893203569507,23.237020404113238,21.677792627107756,21.685361862182617,51002700
2011-10-04,21.570828124000354,23.23540907597257,21.26540076042576,23.105602264404297,69800000
2011-10-05,23.082693828018186,23.800449198656224,22.448931525461166,23.548471450805664,51117200
2011-10-06,23.449208906404905,24.785454976400946,23.22777460070116,24.7243709564209,53214000
2011-10-07,24.877082927410367,24.899989068550546,23.403392860109932,23.441572189331055,49320600
2011-10-10,24.128788607580972,24.678557943651025,24.113516873036392,24.663286209106445,37324800
2011-10-11,24.418944281964198,24.953443339882433,23.98371004219298,24.663286209106445,38161700
2011-10-12,25.014524002865347,25.862086223055805,24.96107439553668,25.350496292114258,55462500
2011-10-13,24.77781625614587,24.808359717215556,23.60955508529327,24.128782272338867,78830000
2011-10-14,24.334949450421416,24.678554694073284,23.97607101784331,24.3502197265625,51899600
2011-10-17,24.15932357060209,24.50293021562715,23.647732263782746,23.701183319091797,40865400
2011-10-18,23.94552836062859,25.518478902786736,23.777542220093224,25.0985164642334,64392400
2011-10-19,25.02215927065027,25.968983305105127,24.457116865996962,24.625102996826172,50119300
2011-10-20,24.67855274284974,25.342857035221975,24.18223312588822,25.29704475402832,41657100
2011-10-21,25.564287856681435,25.991887513273074,25.20540952145659,25.51847267150879,48445300
2011-10-24,25.663559774491876,26.48821294752945,25.633016309212845,26.39658546447754,45697200
2011-10-25,26.098797391489278,26.15224700636265,25.472670834870737,25.571935653686523,38679100
2011-10-26,26.045347230729305,26.27441742006916,25.579569528493153,26.098796844482422,36350900
2011-10-27,27.91609847939103,28.664396146327494,27.2594283254219,28.2673397064209,76438300
2011-10-28,27.95426632602178,28.23678608864986,27.633565776651064,28.015350341796875,39891200
2011-10-31,27.4350396310776,27.48848923824026,26.518756073912567,26.541662216186523,46429800
2011-11-01,24.79308821239034,25.686462610925954,24.31203889091012,24.976343154907227,74052400
2011-11-02,25.73991773682848,25.762826794148996,25.243599490927114,25.68646812438965,34325900
2011-11-03,26.05297720575077,26.35840601472562,25.075609677487247,26.251506805419922,40084700
2011-11-04,25.95371586962466,26.007165475412094,25.541387842591565,25.938444137573242,30858700
2011-11-07,25.984261504472826,26.22096902840139,25.739919569417495,26.14461326599121,25925900
2011-11-08,26.366044122837803,26.86236527884985,25.976625103912735,26.74019432067871,30193100
2011-11-09,25.839181731499917,25.953718276113108,24.724371403444184,24.846542358398438,52990400
2011-11-10,25.136699741786167,25.373407271354274,24.64801586003264,24.99925994873047,30427400
2011-11-11,25.41158103942871,25.846815233201756,25.21305433690171,25.41158103942871,29983400
2011-11-14,25.159600535069533,25.18250667425536,24.602195483531343,24.854171752929688,27596300
2011-11-15,24.50293046072423,25.281771226310035,24.495296051996053,24.968708038330078,31260500
2011-11-16,24.6938277798311,24.808364323717576,23.9760723317344,24.029521942138672,40761800
2011-11-17,23.976063252645428,24.05242043419112,23.16668062360212,23.28121566772461,55130100
2011-11-18,23.41866722648902,23.556109914362906,23.15905358414783,23.380489349365234,39029900
2011-11-21,22.922345272396587,23.052152080715132,22.60164618457386,22.83835220336914,39658100
2011-11-22,22.83071064196048,22.983425010023954,22.433654450109163,22.456562042236328,36466200
2011-11-23,22.227500166468253,22.258042177540375,21.631915658438626,21.670093536376953,44468500
2011-11-25,21.593735564372377,22.27331162540114,21.593735564372377,21.746448516845703,21423200
2011-11-28,22.68563895214578,22.960524314671957,22.00606286855894,22.265676498413086,45280100
2011-11-29,22.128234282401237,22.242769367064408,21.74644969592892,21.80753517150879,45104700
2011-11-30,23.021605424091533,23.670639375670643,22.754355978571628,23.64773178100586,61412600
2011-12-01,23.56373714121736,23.647728731371974,22.929975001145348,23.25830841064453,33189700
2011-12-02,23.579016094769372,25.40394746070062,23.52556648415584,24.686193466186523,90515100
2011-12-05,25.686464966887264,26.037706066247775,25.36576733167594,25.587200164794922,52207600
2011-12-06,25.39630778347526,25.64065258292579,24.95343920618848,25.373401641845703,38782900
2011-12-07,25.060339554404305,26.10642848619725,24.98398380365175,25.96135139465332,44722800
2011-12-08,25.617749006611117,25.732285564821517,24.495304134963277,24.602203369140625,47788900
2011-12-09,24.709097693457444,25.434488954816725,24.709097693457444,25.335224151611328,39104600
2011-12-12,24.854174992808606,24.892352867356596,24.250956127873476,24.46475601196289,35977900
2011-12-13,24.716731532393723,24.915261134219794,23.571379311864387,23.892078399658203,49475100
2011-12-14,23.57900932358579,24.3883934862511,23.540831457366135,24.06005859375,41291500
2011-12-15,24.510567744250707,24.64801041975593,24.10587704014369,24.25095558166504,33457300
2011-12-16,24.556383746589166,24.892353123974207,24.28913425282044,24.3502197265625,52596800
2011-12-19,24.33494810361039,24.35785424475057,23.22777231487025,23.441572189331055,47388000
2011-12-20,23.976070044587775,24.770181170999365,23.853899102062915,24.594560623168945,49091600
2011-12-21,24.434210753055712,24.747273961817843,24.357853553173925,24.678552627563477,30893000
2011-12-22,24.961073397636216,25.61774330460459,24.84653977770442,25.5413875579834,35543200
2011-12-23,25.671190641543728,25.732277563671193,25.297043438259696,25.633012771606445,21958800
2011-12-27,25.365767867592247,25.724643384179686,25.220687866210938,25.220687866210938,16891600
2011-12-28,25.190146067781534,25.266501813204542,24.869445528877947,24.930532455444336,19242700
2011-12-29,24.97633942116207,25.594831313463203,24.97633942116207,25.51847267150879,19792000
2011-12-30,25.281774569310674,25.518479137384695,25.24359669505213,25.388673782348633,18196900
2012-01-03,26.007164065406535,26.869995033644404,25.968983280955474,26.709646224975586,44102800
2012-01-04,26.48662196761481,27.032660850776672,26.402027203958667,26.878847122192383,36571200
2012-01-05,26.694270953874906,27.624839788989135,26.4558624536614,27.440265655517578,38381400
2012-01-06,27.447942886787743,27.509469526578204,27.024957506359144,27.19415283203125,33160600
2012-01-09,27.255690438792012,27.440267518548207,26.909613181598022,27.148021697998047,23001800
2012-01-10,27.740189399671966,27.955526777966618,27.501778063880213,27.724807739257812,35972800
2012-01-11,27.532542454241806,28.255465853031062,27.424873760911968,28.193939208984375,29852900
2012-01-12,28.316999691593807,28.493884455867402,27.817105798046715,28.340070724487305,39420700
2012-01-13,27.117247153640413,27.62483024597168,27.017270754943972,27.62483024597168,61571500
2012-01-17,26.80193278568612,27.44025858947183,26.532761021289858,26.84807777404785,55115100
2012-01-18,26.563537477510163,28.209338070503783,26.55584517543805,28.101669311523438,55502100
2012-01-19,28.332378137422044,28.57078954064741,28.232398783327202,28.401594161987305,37000400
2012-01-20,28.28622894980117,28.763051685564736,28.163178583677187,28.732288360595703,34716500
2012-01-23,28.693837108038405,29.178346298676697,28.66307378152897,28.963008880615234,27499200
2012-01-24,28.593857763758887,29.13989360741605,28.301612029423836,28.963008880615234,25403800
2012-01-25,28.73229598589325,29.086065515667993,28.547718920846076,28.9168701171875,29860700
2012-01-26,29.13221055469777,29.301403019653765,28.647698325328644,28.832275390625,33284600
