Date,Open,High,Low,Close,Volume
2011-09-26,19.92182694171647,20.01525350555229,19.401315515203663,19.8662166595459,16838400
2011-09-27,20.108680312687586,20.589152314517165,20.015255436927845,20.148719787597656,17462800
2011-09-28,20.168736873160082,20.46013590781959,19.63042974523842,19.679367065429688,14258000
2011-09-29,19.972984491381126,20.01969691386258,19.005366146629246,19.572589874267578,14378000
2011-09-30,19.347935321295687,19.62820999688302,19.0142735385656,19.020946502685547,13958800
2011-10-03,18.896374533256985,19.17220277415028,18.462614980621062,18.473737716674805,14336000
2011-10-04,18.137852433506737,19.107696029197655,18.019958889958897,19.069881439208984,13781600
2011-10-05,19.11436702693222,19.628205511855615,18.980902683754987,19.530332565307617,14786400
2011-10-06,19.47027088815734,19.972988292634554,19.401314684288238,19.859542846679688,10604000
2011-10-07,19.86176948422978,19.990785752017008,19.48361853006976,19.608186721801758,10361600
2011-10-10,19.970758297742115,20.213219938087466,19.872883687280805,20.179853439331055,8209200
2011-10-11,19.972984111062555,20.175404604627786,19.892905189164683,19.986330032348633,8690400
2011-10-12,20.09310387586273,20.575800629269196,20.00857517632869,20.41786766052246,14055200
2011-10-13,20.335566631462935,20.575803446573428,20.226570958661174,20.511295318603516,8464800
2011-10-14,20.593601255389878,20.72706560066436,20.444566098118223,20.68035316467285,8570800
2011-10-17,20.524644923128847,20.664783938951988,20.17763725935984,20.246593475341797,8205600
2011-10-18,20.15539259733698,20.537991644215367,19.57037298785139,20.34891700744629,11126000
2011-10-19,20.39117909214999,20.57580564742336,20.25771474628765,20.306652069091797,8566800
2011-10-20,20.38450469335968,20.56690634917621,20.173186302055676,20.440114974975586,8444800
2011-10-21,20.64253346643276,20.987316131591797,20.582473422822137,20.987316131591797,12383600
2011-10-24,20.985093439756827,21.338775686081675,20.936157821260263,21.147476196289062,13173600
2011-10-25,20.933937901880594,21.207539580903948,20.791575693897904,20.853858947753906,9488800
2011-10-26,21.051832251105914,21.129686321402392,20.626970497721448,20.9561824798584,9555200
2011-10-27,21.39216704070822,21.46334814765417,21.227561049100363,21.316537857055664,15440800
2011-10-28,21.27872106942796,21.561220581160928,21.1141133977149,21.521181106567383,12221600
2011-10-31,21.300960044778318,21.728046546140018,21.252022731626077,21.432199478149414,12228000
2011-11-01,20.800470314614714,21.227556872254603,20.78934757939957,20.88277244567871,10651200
2011-11-02,21.276495706534032,21.3098622174637,20.929486368793214,21.118562698364258,11624400
2011-11-03,21.38772023570384,21.40773912771108,20.813821572214483,21.283172607421875,10792800
2011-11-04,21.176395422395686,21.35212412310517,20.822714831527193,20.993993759155273,8239200
2011-11-07,21.02514074519554,21.198646300711175,20.784905547350075,20.8649845123291,8730800
2011-11-08,20.99621062026403,21.27426193338024,20.842725752354912,21.225324630737305,9659200
2011-11-09,20.791581911879298,20.920598231788603,20.377841090854204,20.5446720123291,11706800
2011-11-10,20.780443972039027,21.02957857683518,20.5913694054152,20.891664505004883,9393600
2011-11-11,21.076300232500138,21.445553378354145,21.009567204642472,21.387718200683594,8108000
2011-11-14,21.31875736697567,21.552321235405817,21.17639517765729,21.298738479614258,6849200
2011-11-15,21.189747936255053,21.48781831205455,21.058506753515168,21.343231201171875,7013600
2011-11-16,21.163047219568565,21.243126155503187,20.807141780465244,20.842731475830078,8850000
2011-11-17,20.715941496604973,20.838284794996415,20.219898734962104,20.440114974975586,9039200
2011-11-18,20.602495773381936,20.793795259610118,20.342238390523903,20.631412506103516,9440800
2011-11-21,20.38005753984412,20.500175957221337,19.97298985269208,20.255489349365234,7354000
2011-11-22,20.284405507313046,20.60249636474454,20.23991626674406,20.382278442382812,7660000
2011-11-23,20.18208829584711,20.457914874126914,20.130926079532472,20.22657585144043,7470400
2011-11-25,20.16651610677383,20.433444816318097,20.081987380981445,20.081987380981445,3475600
2011-11-28,20.47348036899439,21.316532396055262,20.442338748751805,21.111886978149414,15442400
2011-11-29,21.18974301107332,21.22755759674961,20.978422914411162,21.102991104125977,11024400
2011-11-30,21.594585557587386,21.688010425966596,21.114111896623754,21.39438819885254,13492800
2011-12-01,21.291680951566093,21.510491314727883,21.101895966200438,21.267120361328125,9566800
2011-12-02,21.385458007141608,21.59310556118673,21.32517400269439,21.490398406982422,9465600
2011-12-05,21.59756955999154,21.767258732502295,21.42118065134445,21.56854248046875,8855600
2011-12-06,21.702510748833248,21.711442027911968,21.42564791126219,21.490398406982422,6987600
2011-12-07,21.608733273803313,21.655621207894537,21.26935321127613,21.410017013549805,11209200
2011-12-08,21.34527316604566,21.54175794544837,21.21130735502327,21.251497268676758,9393200
2011-12-09,21.318472591490806,21.93694866435999,21.278282693738028,21.809680938720703,12422800
2011-12-12,21.73377012067646,21.825314456778436,21.385458741974517,21.646692276000977,10852400
2011-12-13,21.686883971955858,21.834247538783593,21.079572254801484,21.222469329833984,10714000
2011-12-14,21.204608592175617,21.372066276072804,20.93221048714804,21.07510757446289,9455200
2011-12-15,21.309546594521915,21.376528638397264,20.85629478744231,21.005889892578125,10732000
2011-12-16,21.16218611876185,21.229169875875822,20.887556462223497,20.914348602294922,12788400
2011-12-19,20.970163833947947,21.01928501933718,20.778145583863157,20.849594116210938,8765200
2011-12-20,21.09519552643353,21.412248214375463,20.740184482975263,20.90540885925293,18300800
2011-12-21,21.396620711518356,21.722604704555305,21.05277416184364,21.512723922729492,25045200
2011-12-22,21.566311358139743,21.566311358139743,21.04384431690165,21.171112060546875,11711600
2011-12-23,21.27158805945972,21.642228505789106,21.159949617090742,21.635530471801758,7165200
